39,work_class,education,education_yrs,marital_status,occupation,relationship,ethnicity,gender,capital_gain,capital_lost,hours_week,country,salary
19, ?, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,24, Canada,32819
64, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,103927
33, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States,38794
33, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States,273541
61, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,102529
17, Private, 9th,5, Never-married, Other-service, Own-child, White, Male,1055,0,24, United-States,34080
50, Self-emp-not-inc, Masters,14, Married-civ-spouse, Farming-fishing, Husband, White, Male,2407,0,98, United-States,47472
27, Local-gov, Masters,14, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, United-States,31535
30, Private, HS-grad,9, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States,18041
43, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States,45163
44, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States,89554
35, Private, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,33218
25, Private, Some-college,10, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States,19347
24, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,7298,0,48, United-States,248023
22, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,15, Germany,48807
42, Local-gov, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, United-States,224936
34, Private, Assoc-acdm,12, Divorced, Sales, Unmarried, Black, Female,0,0,45, United-States,37220
60, Private, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,42, United-States,46653
21, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,24184
57, Federal-gov, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States,131791
41, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,99617
50, Private, Some-college,10, Divorced, Other-service, Not-in-family, White, Male,0,0,45, United-States,24870
25, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,29919
50, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador,22760
36, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,18678
31, Private, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,19154
29, Local-gov, Bachelors,13, Never-married, Protective-serv, Not-in-family, White, Male,0,0,56, United-States,27615
21, Private, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,45, United-States,33659
27, Private, Bachelors,13, Never-married, Tech-support, Unmarried, Black, Female,0,0,40, United-States,44746
65, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,16, United-States,20322
37, Self-emp-inc, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,0,0,60, United-States,28104
39, ?, Masters,14, Married-civ-spouse, ?, Wife, Asian-Pac-Islander, Female,3464,0,40, ?,36064
24, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,25780
38, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,80, United-States,30621
48, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,7688,0,40, United-States,250439
21, Private, Some-college,10, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,25, United-States,31682
31, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States,159045
55, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,4386,0,40, United-States,184728
24, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, Laos,20887
43, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,34774
26, Private, Assoc-acdm,12, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, United-States,35706
46, Private, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,33, United-States,35611
35, Private, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,273060
41, Self-emp-inc, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States,94541
26, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,48307
34, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7298,0,35, Taiwan,238090
19, ?, Some-college,10, Never-married, ?, Own-child, Black, Female,0,0,25, United-States,46370
36, Self-emp-not-inc, Bachelors,13, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States,145792
22, Private, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,15, United-States,40962
24, Private, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,45825
77, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,28198
22, Private, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female,0,0,40, Mexico,22279
29, Private, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States,18407
62, Private, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,0,24, United-States,34310
39, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,49628
43, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1485,50, United-States,23077
35, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,45, United-States,34720
29, Private, 11th,7, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,44925
76, Self-emp-not-inc, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,10, United-States,33022
63, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States,21726
23, ?, Assoc-voc,11, Never-married, ?, Own-child, Black, Female,0,0,15, United-States,45824
43, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1887,50, United-States,101470
58, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,28684
66, Private, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,2050,0,55, United-States,35779
41, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,45, United-States,27409
26, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,32544
47, Private, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,47608
55, Local-gov, 10th,6, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,44587
53, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,20323
17, Private, 5th-6th,3, Never-married, Other-service, Other-relative, White, Male,0,0,48, Mexico,39346
30, Private, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States,23608
49, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States,49476
19, Private, HS-grad,9, Never-married, Sales, Unmarried, Black, Male,0,0,30, Haiti,37032
45, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States,30292
26, Private, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,39974
38, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States,267634
36, State-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,40, United-States,233463
33, Private, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,20, United-States,19857
22, State-gov, Some-college,10, Never-married, Protective-serv, Own-child, Black, Female,0,0,40, United-States,39486
43, Self-emp-not-inc, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,42, United-States,27506
67, ?, 11th,7, Married-civ-spouse, ?, Husband, White, Male,0,0,8, United-States,18366
30, ?, Assoc-voc,11, Divorced, ?, Unmarried, White, Female,0,0,40, United-States,47915
56, Private, Assoc-acdm,12, Married-spouse-absent, Other-service, Not-in-family, White, Male,0,0,25, Iran,37379
31, Private, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,25, United-States,34453
33, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,77673
26, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,20919
33, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,292797
46, Local-gov, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States,31237
59, ?, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,237771
38, Federal-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,79831
65, Private, 11th,7, Widowed, Other-service, Unmarried, Other, Male,0,0,40, United-States,48788
40, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,168936
42, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States,32114
26, Self-emp-not-inc, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal,39609
36, Private, 10th,6, Married-civ-spouse, Other-service, Wife, White, Female,0,0,24, United-States,35983
62, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,152826
43, Private, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States,25696
43, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,1564,45, United-States,264725
22, Private, HS-grad,9, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,55, United-States,22594
28, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,22065
56, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,37175
22, Private, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Female,0,0,15, United-States,42143
57, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States,200359
39, Private, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States,28792
26, Federal-gov, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,0,0,15, United-States,32078
17, Private, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States,31021
40, State-gov, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,38, United-States,199164
45, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States,45703
44, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States,34035
20, Local-gov, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States,38016
33, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States,43588
23, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,49693
46, Self-emp-not-inc, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States,46932
38, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,32869
54, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,38478
46, Private, 5th-6th,3, Divorced, Craft-repair, Not-in-family, White, Female,0,2339,45, United-States,39625
25, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,22604
46, Private, Some-college,10, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States,25099
36, Local-gov, Some-college,10, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,40, United-States,27706
23, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States,25953
29, Private, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,40471
44, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,2415,6, United-States,253246
19, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,16, United-States,23757
19, Private, HS-grad,9, Never-married, Other-service, Other-relative, White, Female,0,0,40, United-States,37490
35, Private, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States,198720
27, Private, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States,39024
46, Self-emp-not-inc, Assoc-acdm,12, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,29275
34, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,45, ?,71022
34, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States,49250
44, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,28199
45, Private, Some-college,10, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States,19265
20, ?, HS-grad,9, Never-married, ?, Other-relative, White, Female,0,0,35, United-States,30220
25, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States,73790
52, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,145747
20, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,20023
28, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,48640
50, State-gov, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,63688
34, Private, Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, Female,0,0,64, United-States,35022
28, Private, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,2179,40, Puerto-Rico,46066
41, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,65, United-States,143557
28, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,27395
46, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, United-States,36072
28, ?, Some-college,10, Married-civ-spouse, ?, Wife, White, Female,0,1887,40, United-States,77440
32, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,41318
41, Local-gov, Some-college,10, Divorced, Other-service, Not-in-family, Black, Female,0,0,24, United-States,36916
